ClubName,CurrentRating,OriginCountry,OriginConfederation,DomesticLeagueName,PyramidCountry,PyramidConfederation,DomesticLevel,DomesticLeagueSimName,PyramidCountryFinal,PyramidConfederationFinal
Reading,75.2,England,Europe,League One,England,Europe,3,League One,England,Europe
Wycombe Wanderers,75.1,England,Europe,League One,England,Europe,3,League One,England,Europe
Huddersfield Town,75.1,England,Europe,League One,England,Europe,3,League One,England,Europe
Luton Town,74.6,England,Europe,League One,England,Europe,3,League One,England,Europe
Bradford City,74,England,Europe,League One,England,Europe,3,League One,England,Europe
Mansfield Town,73.7,England,Europe,League One,England,Europe,3,League One,England,Europe
Stevenage,73.5,England,Europe,League One,England,Europe,3,League One,England,Europe
Plymouth Argyle,73.5,England,Europe,League One,England,Europe,3,League One,England,Europe
Barnsley,73.2,England,Europe,League One,England,Europe,3,League One,England,Europe
Peterborough United,73.2,England,Europe,League One,England,Europe,3,League One,England,Europe
Sheffield Wednesday,73,England,Europe,Championship,England,Europe,2,Championship,England,Europe
Exeter City,73,England,Europe,League One,England,Europe,3,League One,England,Europe
Blackpool,72.9,England,Europe,League One,England,Europe,3,League One,England,Europe
Bromley,72.8,England,Europe,League Two,England,Europe,4,League Two,England,Europe
Cambridge United,72.6,England,Europe,League Two,England,Europe,4,League Two,England,Europe
Wigan Athletic,72.5,England,Europe,League One,England,Europe,3,League One,England,Europe
Leyton Orient,72.5,England,Europe,League One,England,Europe,3,League One,England,Europe
Rotherham United,71.8,England,Europe,League One,England,Europe,3,League One,England,Europe
Doncaster Rovers,71.6,England,Europe,League One,England,Europe,3,League One,England,Europe
Salford City,71.6,England,Europe,League Two,England,Europe,4,League Two,England,Europe
Swindon Town,71.5,England,Europe,League Two,England,Europe,4,League Two,England,Europe
Notts County,71.3,England,Europe,League Two,England,Europe,4,League Two,England,Europe
AFC Wimbledon,71.1,England,Europe,League One,England,Europe,3,League One,England,Europe
Burton Albion,71.1,England,Europe,League One,England,Europe,3,League One,England,Europe
Port Vale,71,England,Europe,League One,England,Europe,3,League One,England,Europe
Walsall,71,England,Europe,League Two,England,Europe,4,League Two,England,Europe
Northampton Town,70.5,England,Europe,League One,England,Europe,3,League One,England,Europe
Milton Keynes Dons,70.5,England,Europe,League Two,England,Europe,4,League Two,England,Europe
Chesterfield,70.1,England,Europe,League Two,England,Europe,4,League Two,England,Europe
Colchester United,70,England,Europe,League Two,England,Europe,4,League Two,England,Europe
Grimsby Town,69.4,England,Europe,League Two,England,Europe,4,League Two,England,Europe
Crewe Alexandra,68.8,England,Europe,League Two,England,Europe,4,League Two,England,Europe
Barnet,68.8,England,Europe,League Two,England,Europe,4,League Two,England,Europe
Gillingham,68.4,England,Europe,League Two,England,Europe,4,League Two,England,Europe
Fleetwood Town,68.2,England,Europe,League Two,England,Europe,4,League Two,England,Europe
Accrington Stanley,68.2,England,Europe,League Two,England,Europe,4,League Two,England,Europe
Oldham Athletic,67.4,England,Europe,League Two,England,Europe,4,League Two,England,Europe
York City,67.3,England,Europe,National League,England,Europe,5,National League,England,Europe
Crawley Town,66.3,England,Europe,League Two,England,Europe,4,League Two,England,Europe
Tranmere Rovers,65.9,England,Europe,League Two,England,Europe,4,League Two,England,Europe
Cheltenham Town,65.6,England,Europe,League Two,England,Europe,4,League Two,England,Europe
Rochdale,65.5,England,Europe,National League,England,Europe,5,National League,England,Europe
Barrow,65.3,England,Europe,League Two,England,Europe,4,League Two,England,Europe
Bristol Rovers,65.3,England,Europe,League Two,England,Europe,4,League Two,England,Europe
Shrewsbury Town,64.6,England,Europe,League Two,England,Europe,4,League Two,England,Europe
Forest Green Rovers,63.2,England,Europe,National League,England,Europe,5,National League,England,Europe
Carlisle United,63,England,Europe,National League,England,Europe,5,National League,England,Europe
Southend United,62.9,England,Europe,National League,England,Europe,5,National League,England,Europe
Scunthorpe United,62.8,England,Europe,National League,England,Europe,5,National League,England,Europe
Harrogate Town,62.6,England,Europe,League Two,England,Europe,4,League Two,England,Europe
Boreham Wood,62.5,England,Europe,National League,England,Europe,5,National League,England,Europe
Halifax Town,60.6,England,Europe,National League,England,Europe,5,National League,England,Europe
Woking,60.2,England,Europe,National League,England,Europe,5,National League,England,Europe
Solihull Moors,59.9,England,Europe,National League,England,Europe,5,National League,England,Europe
Hartlepool United,59,England,Europe,National League,England,Europe,5,National League,England,Europe
Wealdstone,58.8,England,Europe,National League,England,Europe,5,National League,England,Europe
Aldershot Town,58.8,England,Europe,National League,England,Europe,5,National League,England,Europe
Tamworth,58.1,England,Europe,National League,England,Europe,5,National League,England,Europe
Altrincham,57.8,England,Europe,National League,England,Europe,5,National League,England,Europe
Sutton United,57.5,England,Europe,National League,England,Europe,5,National League,England,Europe
Boston United,57.4,England,Europe,National League,England,Europe,5,National League,England,Europe
Brackley Town,57.4,England,Europe,National League,England,Europe,5,National League,England,Europe
Yeovil Town,57.3,England,Europe,National League,England,Europe,5,National League,England,Europe
Fylde,57.2,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
South Shields,57.1,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Kidderminster Harriers,57.1,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Eastleigh,56.7,England,Europe,National League,England,Europe,5,National League,England,Europe
Torquay United,56.5,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Dorking Wanderers,56.4,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Braintree Town,56.2,England,Europe,National League,England,Europe,5,National League,England,Europe
Worthing,56.1,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Morecambe,56,England,Europe,National League,England,Europe,5,National League,England,Europe
Truro City,55.6,England,Europe,National League,England,Europe,5,National League,England,Europe
Maidstone United,55.6,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Ebbsfleet United,55.2,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Maidenhead United,55,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
AFC Telford United,55,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Weston-super-Mare,54.9,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Hornchurch,54.8,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Gateshead,54.3,England,Europe,National League,England,Europe,5,National League,England,Europe
Darlington,54.3,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Dagenham & Redbridge,54,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Buxton,54,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Spennymoor Town,53.8,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Chester,53.5,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Macclesfield,53.2,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Horsham,53.2,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Scarborough Athletic,53,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Chorley,52.8,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Hemel Hempstead Town,52.8,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Chelmsford City,52.8,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Radcliffe,52.7,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Marine,52.4,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Walton & Hersham,52.4,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Chesham United,52,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Curzon Ashton,51.9,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Harborough Town,51.9,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Slough Town,51.6,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Hereford,51.6,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
King's Lynn Town,51.4,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Southport,51.1,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Bath City,51,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Peterborough Sports,50.9,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Chatham Town,50.8,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Aveley,50.8,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Folkestone Invicta,50.8,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Spalding United,50.7,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Tonbridge Angels,50.4,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
AFC Totton,50.3,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Alfreton Town,50.1,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Dover Athletic,50,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Bedford Town,49.8,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Oxford City,49.7,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Eastbourne Borough,49.6,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Worksop Town,49.5,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Farnborough,49.5,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Salisbury,49.4,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Dartford,49.2,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Billericay Town,48.9,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Gloucester City,48.9,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Hampton & Richmond,48.7,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Farnham Town,48.7,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Stockton Town,48.6,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Hebburn Town,48.5,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Gainsborough Trinity,48,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Hednesford Town,47.9,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Chippenham Town,47.8,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Leamington,47.7,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Enfield Town,47.7,England,Europe,National League N / S,England,Europe,6,National League N / S,England,Europe
Real Bedford,47.7,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Cray Wanderers,47.6,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Poole Town,47.4,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Halesowen Town,47.3,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Bamber Bridge,47.2,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
United of Manchester,47.2,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Kettering Town,47,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Warrington Rylands,46.9,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Havant & Waterlooville,46.8,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Stratford Town,46.5,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
St Albans City,46.3,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Warrington Town,46.2,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Needham Market,46.1,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Ramsgate,46.1,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Brentwood Town,46,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Banbury United,46,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Ashton United,45.9,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Guiseley,45.9,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Whitehawk,45.8,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Cleethorpes Town,45.7,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Chichester City,45.6,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Quorn,45.6,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Worcester City,45.5,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Sholing,45.5,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Chertsey Town,45.4,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Leiston,45.4,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Ilkeston Town,45.2,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Gosport Borough,45.2,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Wingate & Finchley,45.1,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Berkhamsted,45.1,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Wimborne Town,45.1,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Redditch United,45.1,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Lancaster City,45,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Carshalton Athletic,45,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Hanwell Town,44.9,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Cray Valley PM,44.8,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Leek Town,44.8,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Cheshunt,44.7,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Lewes,44.6,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Dulwich Hamlet,44.6,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Prescot Cables,44.6,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Rushall Olympic,44.5,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Weymouth,44.5,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Bishop's Stortford,44.3,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Burgess Hill Town,44.3,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Hashtag United,44.2,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Bracknell Town,44.1,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Morpeth Town,44.1,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Winchester City,44,England,Europe,,England,Europe,,,England,Europe
Bury Town,43.9,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Alvechurch,43.8,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
Taunton Town,43.6,England,Europe,Non League Premier,England,Europe,7,Non League Premier,England,Europe
